;V-3670;CATERPILLAR;GC30T /NOT WORKING/;V2;CS2;;17;G;;;
;V-3671;TOYOTA;7FGF15 /42/;V2;CS1;E;20;C;;;
;V-3672;NISSAN;H01A15;V2;CS2;;10;G;;;
;V-3673;TOYOTA;7PM18;V1;BE;RTE;3;C;;;
;V-3674;JUNGHEINRICH;EJC110;V2;CS1;O;40;C;;;
;V-3676;CATERPILLAR;GP15N;V2;CS2;;11;F;;;
;V-3677;KOMATSU;FG30T-15 NXT;V2;CS1;E;4;F;;;
;V-3678;DESTA;DVHM2022 /NOT WORKING/;V2;HSZTJ;;9;E;;;
;V-3680;MITSUBISHI;FB20PN /NEW/ /AKTIVÁLT/;V2;CS1;O;35;C;;;AKTÍV
;V-3681;BALKANCAR;DV1733 /CLUTCH/;V1;SZ;SAUD;1;A;;;
;V-3682;DESTA;DVHM2522;V2;HSZTJ;;9;F;;;
;V-3685;KOMATSU;FB15-5;V2;HSZTJ;;8;E;;;
;V-3686;TOYOTA;7FGF18 /BT.GT18/;V2;CS1;E;20;C;;;
;V-3687;LINDE;H14T /391/ ;V2;CS1;O;38;A;;;
;V-3688;LINDE;H14T /391/;V2;CS1;O;37;A;;;
;V-3689;LINDE;H14T /391/;V2;CS1;O;38;A;;;
;V-3691;TAKRAF;DFG1002 ;V2;HSZTJ; ;6;A;;;
;V-3692;JUNGHEINRICH;EJC10;V1;BE;RTE;4;B;;;
;V-3693;PRAMAC LIFTER;XL14/45 A.L.;V1;BE;RTE;2;A;;;
;V-3694;MITSUBISHI;FD15N /AKTIVÁLT/;V2;CS1;E;2;C;;;AKTÍV
;V-3695;TOYOTA;6FGF15 /42/;V1;SZ;SAUD;6;C;;;
;V-3696;MITSUBISHI;FD20N /AKTIVÁLT/;V1;BE;SAJ;5;A;;;AKTÍV
;V-3697;STILL;EGV16;V1;BE;RTE;2;C;M-0629;;
;V-3698;MITSUBISHI;FD30N /AKTIVÁLT/;V2;CS1;E;2;A;;;AKTÍV
;V-3699;MITSUBISHI;FD15N /AKTIVÁLT/;V2;CS1;E;2;D;;;AKTÍV
;V-3700;NISSAN;DO1F-A15;V2;CS1;E;18;C;;;AKTÍV 2016.
;V-3701;NISSAN;FD30;V2;CS1;E;23;F;;;
;V-3702;TOYOTA;7FD18C;V1;BE;SAJ;2;B;;;
;V-3703;KOMATSU;FD25T-16 NXT;V2;CS1;E;13;C;;;
;V-3704;KOMATSU;FD25T-16 NXT;V2;CS2;;18;G;;;AKTÍV 2016.
;V-3705;KOMATSU;FG30HT-16 NXT;V2;CS1;E;7;F;;;AKTÍV 2016.
;V-3706;KOMATSU;FG30HT-16 NXT;V2;CS1;E;6;F;;;AKTÍV 2016.
;V-3707;KOMATSU;FG30HT-16 NXT;V2;CS1;E;7;F;;;AKTÍV 2016.
;V-3708;KOMATSU;FG30HT-16 NXT;V2;CS1;E;2;F;;;AKTÍV 2016.
;V-3709;KOMATSU;FG35T-7 LEO;V2;CS1;H;27;D;;A-0354;AKTÍV 2016.
;V-3710;NISSAN;WF-05;V2;CS2;;13;C;;;
;V-3711;KOMATSU;FD100-6 LEO;V1;BE;BEJ;;;M-0746;A-0015;AKTÍV 2016.
;V-3712;HAULOTTE;COMPACT 10;V1;SZ;SAT;3;A;;;
;V-3713;TEREX;TX55-19;V2;CS2;;16;C;;;AKTÍV 2016.
;V-3714;SAXON USED;RAMP;V2;OKBH;;;;;;AKTÍV 2016.
;V-3715;STILL;RX50-13;V1;SZ;SAT;2;F;M-0108;;
;V-3716;STILL;RX50-13 /JOYSTICK/;V1;SZ;SAT;2;E;M-0430;;
;V-3717;STILL;RX50-13;V1;SZ;SAT;2;F;M-0171;;
;V-3718;STILL;RX50-13;V1;SZ;SAT;2;D;M-0816;;
;V-3719;STILL;RX50-13 /JOYSTICK/;V1;SZ;SAT;2;E;M-0172;;
;V-3720;CLARK;GPM30L;V1;BE;UBH;10;B;M-0941;;
;V-3721;n/a;STEINBOCK CD22H ELBONTVA;ÉRTÉKEN;;;;;;;
;V-3723;TOYOTA;7FD30 /02/;SOLD;;;;;;;
;V-3724;MITSUBISHI;FB16NT-48E /COLDSTORE/;V1;BE;BFE;9;C;M-0583;A-0060;
;V-3725;NISSAN;PH01-A15U;V1;SZ;SAUD;8;C;;;
;V-3726;DAEWOO;D25S-3;V1;SZ;SAUD;4;F;;;
;V-3727;LINDE;P30 /132/;V1;SZ;M1FE;;;;;
;V-3728;LINDE;P30 /132/;V1;SZ;M1FE;;;;;
;V-3729;LINDE;L10AS /172/ WIDE;V1;SZ;SAT;3;E;;;
;V-3730;KALMAR;GCE80-6;V1;SZ;SAT;6;C;M-0913;A-0132;
;V-3731;KOMATSU;FD25T-11;V1;BE;UJE;3;B;;;
;V-3732;TOYOTA;5FG18 /42/;SOLD;;;;;;;
;V-3733;JUNGHEINRICH;EJC-Z14;V1;SZ;SAT;6;D;;;
;V-3734;STILL;EGV1200;V1;SZ;SAT;5;E;;;
;V-3735;TOYOTA;8FBET16;V1;SZ;M1VE;;;M-0081;;
;V-3736;MITSUBISHI;FD30T;V1;BE;BTE;6;E;;;
;V-3737;KALMAR;GCE60-6 ;COMING SOON;;;;;;;TRANSPALLET
;V-3738;HYSTER;H1,50XL;SOLD;;;;;;;
;V-3739;TOYOTA;2FG09 /CLUTCH/;SOLD;;;;;;;
;V-3740;CATERPILLAR;DP30K;V1;BE;BTE;11;E;;;
;V-3742;TOYOTA;7FGF18 /42/;COMING SOON;;;;;;;CAR-ELEVA
;V-3745;BALKANCAR;DV1632.33 ;V1;BE;SAJ;3;B;;;
;V-3746;TOYOTA;5FGF18 /42/;SOLD;;;;;;;
;V-3748;TOYOTA;2TG-25 /02/;V2;BEJ;;5;;;;
;V-3749;TOYOTA;7FD40 /02/;V1;SZ;M1UD;;;;;
;V-3750;CATERPILLAR;GP15N;V1;SZ;SAUD;5;D;;;
;V-3751;TOYOTA;7FGF18 /42/;COMING SOON;;;;;;;CAR-ELEVA
;V-3752;DAEWOO;D25S-3;COMING SOON;;;;;;;CAR-ELEVA
;V-3753;KOMATSU;FG15T-15;V1;SZ;M1SZ;;;;;
;V-3754;CATERPILLAR;GP25N;V1;SZ;M1UD;;;M-0129;;
;V-3755;STILL;RX50-15 ;V1;BE;BTE;2;D;M-0947;A-0420;AKTÍV 2021.01.01.
;V-3756;BALKANCAR;DV1784;V1;BE;UJH;11;B;;;
;V-3757;JUNGHEINRICH;EFG D 1,2G 95-290ZZ;V2;HSZTJ;;1;A;;;
;V-3758;BALKANCAR;DV1786.33.23;V1;SZ;FBG;;;BÉRBEADVA;;MOVÁR
;V-3759;DESTA;DVHM 2022LX;V1;BE;BFE;8;A;;;
;V-3760;TOYOTA;5FGF18 /42/;V1;BE;UBH;11;A;;;
;V-3761;TOYOTA;4FG15 /02/;SOLD;;;;;;;
;V-3763;MITSUBISHI;FD25N /NEW/ ;V2;CS1;E;2;F;;;AKTÍV 2021.01.01.
;V-3764;MITSUBISHI;FD25N /NEW/ ;V2;CS1;E;3;D;;;AKTÍV 2021.01.01.
;V-3765;OM PIMESPO;DI20CL ;COMING SOON;;;;;;;CAR-ELEVA
;V-3766;;;SOLD 2020;;;;;;;
;V-3767;MITSUBISHI;FD30N;V1;SZ;M1VE;;;;;
;V-3768;MITSUBISHI;FD30N;V1;SZ;M1SZ;;;;;
;V-3769;TOYOTA;6FDF15 /02/;V1;SZ;SAUD;8;E;;;
;V-3770;NISSAN;H01A-15U;V1;BE;SAB;2;A;;;
;V-3771;n/a;BT SV1000 ELBONTVA;ÉRTÉKEN;;;;;;;
;V-3772;n/a;BT SV1000 ELBONTVA;ÉRTÉKEN;;;;;;;
;V-3773;TOYOTA;7FDF30 /62/;V1;BE;BTE;15;E;;;
;V-3774;MITSUBISHI;FD35N;V1;BE;BTE;10;D;;A-0100;
;V-3775;TOYOTA;5FD33 /02/;V1;SZ;M1UD;;;;A-0198;
;V-3776;LINDE;H16D /350/;V1;SZ;SAUD;5;C;;;
;V-3777;TAKRAF;DFG 2002Z;V1;SZ;SAUD;1;D;;;
;V-3778;STILL;RX20-15;V1;SZ;SAT;1;E;M-0116;;
;V-3779;BALKANCAR;DV1792;V1;BE;UJH;12;B;;;
;V-3780;TOYOTA;4FG15;SOLD;;;;;;;
;V-3781;DIMEX;D50;SOLD;;;;;;;
;V-3782;BALKANCAR;DV1733;COMING SOON;;;;;;;MULTIGRADE
;V-3783;LINDE;H16D /350/;V1;SZ;SAUD;6;E;;;
;V-3784;TOYOTA;4FG15 /02/;V1;BE;SAB;7;A;;;
;V-3785;KOMATSU;FG15C-15 /CLUTCH/;V1;BE;SAJ;1;A;M-0564;;
;V-3786;JUNGHEINRICH;TFG16AK;COMING SOON;;;;;;;CHUF
;V-3787;MITSUBISHI;FB16KT;COMING SOON;;;;;;;CHUF
;V-3788;TAKRAF;DFG 3202N;V2;HSZTJ;;10;B;;;
;V-3789;TAKRAF;DFG 3202N;V2;HSZTJ;;10;C;;;
;V-3790;CLARK;SAMSUNG SF30D;COMING SOON;;;;;;;CAR-ELEVA
;V-3791;LINDE;CITI;COMING SOON;;;;;;;CHUF
;V-3792;LINDE;CITI;COMING SOON;;;;;;;CHUF
;V-3793;LINDE;CITI;COMING SOON;;;;;;;CHUF
;V-3794;LINDE;CITI;COMING SOON;;;;;;;CHUF
;V-3795;LINDE;CITI;COMING SOON;;;;;;;CHUF
;V-3796;LINDE;CITI;COMING SOON;;;;;;;CHUF
;V-3797;LINDE;CITI;COMING SOON;;;;;;;CHUF
;V-3798;NISSAN;FJ02-A25J;V1;SZ;SAUD;2;E;M-0179;;
;V-3799;KOMATSU;FB08-1;V1;SZ;SAT;1;D;;;
;V-3800;KOMATSU;FG14-15;V1;SZ;SAUD;12;B;;;
;V-3801;TOYOTA;5FGF15 /42/;V1;SZ;SAUD;11;B;;;
;V-3802;TOYOTA;7FGCU20;COMING SOON;;;;;;;CHUF
;V-3803;DESTA;DVHM 3222N;COMING SOON;;;;;;;CHUF
;V-3804;BALKANCAR;DV1792.33;COMING SOON;;;;;;;CHUF
;V-3805;BALKANCAR;DIMEX EP;COMING SOON;;;;;;;FESTO
;V-3806;;;;;;;;;;
;V-3807;;;;;;;;;;
;V-3808;;;;;;;;;;
;V-3809;;;;;;;;;;
;V-3810;;;;;;;;;;
